run,run_number,session,condition,wording,item_order,instance,between,change_item,answering_as,task,provider,model,temperature,max_tokens,turns,opening_answer_words,change_answer_words,turns_cut_off,collected_at,source,run_note
unprimed-symmetric-01,9,A3.6,A,3,none,6,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,117,248,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A3.7,A,3,none,7,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,154,212,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A3.8,A,3,none,8,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,134,221,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A3.9,A,3,none,9,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,91,187,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.1,A,4,none,1,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,61,161,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.10,A,4,none,10,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,74,100,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.11,A,4,none,11,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,88,96,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.12,A,4,none,12,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,46,102,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.13,A,4,none,13,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,64,153,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.14,A,4,none,14,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,71,71,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.15,A,4,none,15,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,80,136,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.16,A,4,none,16,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,75,128,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.17,A,4,none,17,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,88,87,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.18,A,4,none,18,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,61,120,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.19,A,4,none,19,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,61,189,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.2,A,4,none,2,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,64,67,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.20,A,4,none,20,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,66,67,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.21,A,4,none,21,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,64,162,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.22,A,4,none,22,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,70,113,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.3,A,4,none,3,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,74,177,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.4,A,4,none,4,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,75,64,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.5,A,4,none,5,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,65,177,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.6,A,4,none,6,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,75,153,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.7,A,4,none,7,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,64,68,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.8,A,4,none,8,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,64,170,,,session file,"Unprimed arm, symmetric wording."
unprimed-symmetric-01,9,A4.9,A,4,none,9,filler,symmetric,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,11,69,80,,,session file,"Unprimed arm, symmetric wording."
observer-01,10,P1.1,P,1,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,203,244,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P1.2,P,1,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,132,212,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P1.3,P,1,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,215,239,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P1.4,P,1,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,173,250,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P1.5,P,1,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,211,231,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P1.6,P,1,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,224,249,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P1.7,P,1,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,196,233,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P2.1,P,2,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,181,248,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P2.2,P,2,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,129,132,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P2.3,P,2,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,156,213,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P2.4,P,2,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,100,160,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P2.5,P,2,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,111,160,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P2.6,P,2,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,146,195,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P2.7,P,2,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,166,189,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P3.1,P,3,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,43,75,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P3.2,P,3,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,65,62,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P3.3,P,3,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,64,62,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P3.4,P,3,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,44,47,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P3.5,P,3,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,42,64,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P3.6,P,3,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,68,100,,,session file,The observer control at 21 sessions per condition.
observer-01,10,P3.7,P,3,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,44,81,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R1.1,R,1,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,200,234,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R1.2,R,1,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,231,260,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R1.3,R,1,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,71,106,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R1.4,R,1,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,241,257,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R1.5,R,1,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,244,239,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R1.6,R,1,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,128,209,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R1.7,R,1,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,132,181,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R2.1,R,2,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,67,105,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R2.2,R,2,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,206,218,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R2.3,R,2,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,189,206,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R2.4,R,2,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,170,262,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R2.5,R,2,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,137,230,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R2.6,R,2,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,174,255,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R2.7,R,2,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,202,235,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R3.1,R,3,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,66,148,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R3.2,R,3,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,54,92,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R3.3,R,3,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,52,62,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R3.4,R,3,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,61,96,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R3.5,R,3,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,41,86,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R3.6,R,3,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,95,147,,,session file,The observer control at 21 sessions per condition.
observer-01,10,R3.7,R,3,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,73,104,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W1.1,W,1,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,120,224,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W1.2,W,1,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,178,227,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W1.3,W,1,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,220,264,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W1.4,W,1,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,153,250,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W1.5,W,1,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,211,238,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W1.6,W,1,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,209,254,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W1.7,W,1,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,243,253,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W2.1,W,2,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,237,246,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W2.2,W,2,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,59,238,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W2.3,W,2,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,98,242,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W2.4,W,2,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,53,131,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W2.5,W,2,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,167,235,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W2.6,W,2,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,217,219,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W2.7,W,2,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,158,226,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W3.1,W,3,mirror-first,1,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,23,65,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W3.2,W,3,mirror-first,2,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,9,5,56,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W3.3,W,3,mirror-first,3,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,9,5,36,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W3.4,W,3,mirror-first,4,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,9,5,37,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W3.5,W,3,mirror-first,5,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,95,165,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W3.6,W,3,mirror-first,6,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,100,102,,,session file,The observer control at 21 sessions per condition.
observer-01,10,W3.7,W,3,mirror-first,7,probes,original,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,9,5,29,,,session file,The observer control at 21 sessions per condition.
